FORMAT:REFORMULATION					
[TEXT ID]	[TEXTE PRONONCÉ (ENGLISH)]	[TEXTE AFFICHÉ]	[PERSONNAGE]	[NOTES]	
tm_98tp43stk0tbj2tr		So, appart from thsi minor correction, I am pretty satisfied with this functionnal version.	Hubert		
tm_63kztay6zyewa8aq		I validate it, and allow further development.	Hubert		
tm_vnffk2kdnl5jdrpm		What do we do next ?	Hubert		
tm_x9bwpdhw2czxp5wu		I suggest to discuss what will be in that third sprint.	Isabelle		
tm_2dv63nek5or5cen1	For now, we have 4 weeks and 1200 €.	For now, we have 4 weeks and 1 200 €.	Isabelle		
tm_pxkx7we3t95hnj4n	Despite some prejudices, agile development isn't an empiric method where the budget and sprint durations moves freely with the needs and events. The only true adjustment variable in this method is the number of user stories in each sprint.	"Despite some prejudices, agile development isn't an empiric method where the budget and sprint durations moves freely with the needs and events.

The only true adjustment variable in this method is the number of user stories in each sprint."	APPRENANT		
tm_5rgxaaviho24cbpb		Marc suggests to put all the user stories related with the localization of the drone in this sprint.	Isabelle		
tm_fiyedl5jii7wqaib		Yes, I think this is possible.	Marc		
tm_z8p0rd4a76sd9zlt	Our estimations during the team planning poker, made us think these were worth 32 points.	Our estimations during the team planning poker made us think these were worth 32 points.	Marc		
tm_6g7susudbsnafwa4		This is slightly above the 28 points of the last sprint, but we're getting more efficient each day.	Marc		
tm_ckg2138zu808ayk7		"""Planning poker"" ?"	Hubert		
tm_kx75phcxb00a3lju		Some SCRUM slang, isn't it ?	Hubert		
tm_vdkafjj81if4hqz5		You wouldn't dare playing poker during the work hours, right ?	Hubert		
tm_7nqvzslx66x3jr2t		Of course not !	Marc		
tm_cu421ase0dtzr2tl		But it's played with cards.	Marc		
tm_kp1zxa2wnbpv0u55		For each user story, each partaker chooses a card in his hand.	Marc		
tm_nqocb4x5zdr5yd7s		The value on the card represents the estimated difficulty.	Marc		
tm_vnijg24l54xbipl1		At first, no one shows his card.	Marc		
tm_tvkk5xmqitiez7my		Then, everyone shows his card at the same time.	Marc		
tm_le6uezg11m2hb9gh		Interesting...	Hubert		
tm_auryjughae2pvu5l		Could I play with you ?	Hubert		
tm_75gqrs8krryajqif		Why not ?	Marc		
tm_2przno44e84bjxa2		Euh, I don't want to be rude, but I have a meeting right after that one.	Isabelle		
tm_64267r2a3dgsf4cg		Do we agree on this package, yes or no ?	Isabelle		
tm_mqipwqav34f3h2pk		It seems the package will greatly improve the safety of the drone.	Hubert		
tm_aexdjr1bzvcntsx3		So let's go with it !	Hubert		
tm_gq2delayc80ceu4c		Very well, let's get back to work !	Isabelle		
tm_dbtymstob7viooic	All the people from Bamalowi are gathered near the river. A delegation from Ramatowa, including Nurumbé, is also present. Émilie is a bit moved. The drone is ready to take off. Bruno attached the medicine payload underneath the drone, and Hubert just asked for silence.	"All the people from Bamalowi are gathered near the river. A delegation from Ramatowa, including Nurumbé, is also present.

Émilie is a bit moved. The drone is ready to take off.

Bruno attached the medicine payload underneath the drone, and Hubert just asked for silence."	APPRENANT		
tm_pk0bizcy2x83b5eo		My dear friends, today is a big day for our association, Ramatowa, and Bamalowi.	Hubert		
tm_cdhgkf246lgn9z8c		We inaugurate a new era of modern and secure communication : the drone way.	Hubert		
tm_4717x8eggj1yj8fe		It will allow us to improve our medicine delivery service, while reducing the distance we travel, to spend more time for your health and for talking with you.	Hubert		
tm_j5sc8bp1kszpiuz9		If I understood well, these drones will also allow you to put some commercial exchange into place.	Hubert		
tm_wspoqdgg967jg63j		I also want to thank your two chiefs, Nurumbé and Gérard for their active collaboration.	Hubert		
tm_kk20fltm6x4b6k1y		With that said, let's stop talking and let's look at the action.	Hubert		
tm_5b86ddei067l8jtb		Émilie will be our pilot for the first flight accross the river.	Hubert		
tm_p6g4l4u2yv1iqf57		We sent her train a week in the ENAC, and she has been training even more since then.	Hubert		
tm_g75cdyz8ivrv3rpx		Édouard, your beloved leader's nephew, will fly the return leg.	Hubert		
tm_wpc8l1pirq7hfqg3		I'm sure he will do a great job, as Gérard told me that he practiced a lot in the neighbouring fields.	Hubert		
tm_ozwmmkn4j4a46xx4		According to some, it was quite noisy...	Hubert		
tm_u82q43qdpe5u7sle		Émilie, your turn !	Hubert		
tm_esv6inkaculn2yup	Émilie takes the remote, and presses a few buttons. The rotors start spinning and whizzing. The drone takes off slowly and starts crossing the river. Everything is running smoothly. Suddenly, a gust of wind pushes the drone, who starts to roll to starboard. Everyone looks the scene anxiously. But the drone automatically rights itself, and continues its navigation. The crowd lets ou a sigh of relief. Émilie lands the drone at 3 yards from the target with the camera fixed in front of the drone. Everyone applauds her. Then comes Édoaurd's turn. A new payload is fixed. Édoaurd presses the commands, and the drone takes off fast. His piloting is less smooth than Émilie's, and the drone flies in a slight zig-zag pattern. He finally reaches the shore. Everyone also apploads him. The payload the drone brought back is unveiled : four pretty necklaces. Hubert takes them and starts speaking again :	"Émilie takes the remote, and presses a few buttons. The rotors start spinning and whizzing. The drone takes off slowly and starts crossing the river.

Everything is running smoothly. Suddenly, a gust of wind pushes the drone, who starts to roll to starboard. Everyone looks the scene anxiously. But the drone automatically rights itself, and continues its navigation. The crowd lets ou a sigh of relief.

Émilie lands the drone at 3 yards from the target with the camera fixed in front of the drone. Everyone applauds her.

Then comes Édoaurd's turn. A new payload is fixed. Édoaurd presses the commands, and the drone takes off fast. His piloting is less smooth than Émilie's, and the drone flies in a slight zig-zag pattern. He finally reaches the shore. Everyone also apploads him. 

The payload the drone brought back is unveiled : four pretty necklaces. Hubert takes them and starts speaking again :"	APPRENANT		
tm_b749zvfkn7knto2g		In the name of the two villages and my association, I'd like to thank those who made this project possible.	Hubert		
tm_jzxa5z2wvqq7xsma		I named : Isabelle, Marc, John and Mathilde.	Hubert		
tm_o0e302kpqix5iu7o		Come here, you guys !	Hubert		
tm_lx7sqr2iuv1ohy1l		This project's realization did go without obstacles, and I know it.	Hubert		
tm_j1jahbnshkm114b4		You had to overcome numerous hardships, and a few crashes too.	Hubert		
tm_fsfqp1ewqma1yjpo		We will to remember to do some more tests before we go test the system in an operationnal environment.	Hubert		
tm_l5vizvpkp21u3awm		This might help us spare some money.	Hubert		
tm_52q3ygzoepk4p1v8		Well, this was the building phase.	Hubert		
tm_8kzau3yee8m479sp		Today you proved your system is operational, and it is reliable, even with gusts of wind.	Hubert		
tm_ss5fbuotna3yycfc		"That's why, in the name of Bamalowi, Ramatowa and the Red Cross, I make you the founders of this new airway we just opened, and I suggest we name it ""Ramatowi""."	Hubert		
tm_f7z492cdxrhjbnd4		Congatulations to you four, and thanks for the magnificent work you accomplished, and long live Ramatowi.	Hubert		
tm_qe9bd4glemmcgfvs		And now, let's party !	Hubert		
tm_qzfbnxdas09u0777		Hubert put a necklace around the necks of each team member, as the crowd applauds again.	APPRENANT		
tm_1pjoz7tjq3pndln4	Hubert's speech perfectly shows what to do after a project : A festive event, where every partaker is invited, and a positive evaluation of the job done is made, with an emphasis on what went right and some mentions of what could be improved. The goal is to thank the project's team. The conclusion phase of a project is often rushed through, which could create frictions and frustrations. It could even deter the partaker from taking part in future projects. It should not be overlooked. It is moreover the occasion for a company to capitalize on the knowledge and the lessons they learned in a dediacted document.	"Hubert's speech perfectly shows what to do after a project :

A festive event, where every partaker is invited, and a positive evaluation of the job done is made, with an emphasis on what went right and some mentions of what could be improved. The goal is to thank the project's team.

The conclusion phase of a project is often rushed through, which could create frictions and frustrations. It could even deter the partaker from taking part in future projects. It should not be overlooked.

It is moreover the occasion for a company to capitalize on the knowledge and the lessons they learned in a dediacted document."	APPRENANT		
tm_nx3z5k11rpl26pu9	There it is, you finished the game. You just have to come aboard in this fabulous adventure of aeronautics engineering, which will allow you to conceive, develop, and maintain our futur navigation systems in a reliable, durable and responsible way. Good luck !	"There it is, you finished the game. 

You just have to come aboard in this fabulous adventure of aeronautics engineering, which will allow you to conceive, develop, and maintain our futur navigation systems in a reliable, durable and responsible way.

Good luck !"	APPRENANT		
					
					
					
					
					
					
					
					
					
					
					
					
					
					
					
					
					
					
					
					
					
					
					
					
					
					
					
					
					
					
					
					
					
					
					
					
					
					
					
					
					
					
					
					
					
					
					
					
					
					
					
					
					
					
					
					
					
					
					
					
					
					
					
					
					
					
					
					
					
					
					
					
					
					
					
					
					
					
					
					
					
					
					
					
					
					
					
					
					
					
					
					
					
					
					
					
					
					
					
					
					
					
					
					
					
					
					
					
					
					
					
					
					
					
					
					
					
					
					
					
					
					
					
					
					
					
					
					
					
					
					
					
					
					
					
					
					
					
					
					
					
					
					
					
					
					
					
					
					
					
					
					
					
					
					
					
					
					
					
					
					
					
					
					
					
					
					
					
					
					
					
					
					
					
					
					
					
					
					
					
					
					
					
					
					
					
					
					
					
					
					
					
					
					
					
					
					
					
					
					
					
					
					
					
					
					
					
					
					
					
					
					
					
					
					
					
					
					
					
					
					
					
					
					
					
					
					
					
					
					
					
					
					
					
					
					
					
					
					
					
					
					
					
					
					
					
					
					
					
					
					
					
					
					
					
					
					
					
					
					
					
					
					
					
					
					
					
					
					
					
					
					
					
					
					
					
					
					
					
					
					
					
					
					
					
					
					
					
					
					
					
					
					
					
					
					
					
					
					
					
					
					
					
					
					
					
					
					
					
					
					
					
					
					
					
					
					
					
					
					
					
					
					
					
					
					
					
					
					
					
					
					
					
					
					
					
					
					
					
					
					
					
					
					
					
					
					
					
					
					
					
					
					
					
					
					
					
					
					
					
					
					
					
					
					
					
					
					
